year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2017,il,Israel,Imri Ziv,I Feel Alive,23.0,2.0,1.0,18.0,23.0,39.0,3.0,207.0,5.0,34.0,132.0,75.0,Dolev Ram;Penn Hazut,,"The secret of my life \nIs never givin' up \nNow I'm close to you\nWalking through the stars \nBrings me to the start \nWhen I walk with you\n\nI was waiting way too much\nFor something good to come \nAnd I'm a bit fragile \nWas waiting way too much \nIt's like an hourglass \nAnd you're like trouble \n\nBreaking me to pieces \nI wanted you to know that \nEvery piece broke from you \nBreaking me to pieces \n'Coz every time \nYou come around \nI feel alive \nNow I'm trying \nI'm trying \nI feel alive!\nI feel alive!\n\nThe years I've been alone \nFar away from home \nReminded me of you\nMy job is almost done\nBaby I can now\nEscape away with you \n\nI was waiting way too much\nFor something good to come \nAnd I'm a bit fragile \nWas waiting way too much \nIt's like an hourglass \nAnd you're like trouble \n\nBreaking me to pieces \nI wanted you to know that \nEvery piece broke from you\nBreaking me to pieces \n'Coz every time \nYou come around \nI feel alive \nNow I'm trying \nI'm trying \nI feel alive!\nSo alive\nAlive, alive, alive\n\nBreaking me to pieces \nI wanted you to know that \nEvery piece broke from you\nBreaking me to pieces \n'Coz every time \nYou come around \nI feel alive",https://youtube.com/watch?v=YapnW_zfWJk
2017,ua,Ukraine,O.Torvald,Time,24.0,,22.0,,24.0,36.0,,,24.0,12.0,,,Denys Myzyuk;Yevhen Halych;Zhenia Galych,Yevhen Kamenchuk,"Slow down, give me some time\nTurn down the volume of your cry\nLet's take time to find a place without violence\nLet's listen and hear the true meaning of silence\n\nTime to look, time to see, time to find\n\nTime to look into your eyes\nTime to find truth, time against the lies\nTime will give us a sign\nIt can make a promise, it's our time to shine\n\nJust listen, take a look around\nStop missing the things you haven't found\nYou will realise there's no common ground\nThere's no compromise between the time and sound\n\nTime to look, time to see\nTime to find\n\nTime to look into your eyes\nTime to find truth, time against the lies\nTime will give us a sign\nIt can make a promise, it's our time to shine\n\nTime to look, time to see\nTime to find\n\nTime to look into your eyes\nTime to find truth, time against the lies\nTime will give us a sign\nIt can make a promise, it's our time to shine",https://youtube.com/watch?v=mogNLkIEI0k
2017,de,Germany,Levina,Perfect Life,25.0,,21.0,,25.0,6.0,,,3.0,3.0,,,Dave Bassett;Lindsey Ray;Lindy Robbins,,I come alive \nInside the light of the unexpected \nMaybe I thrive \nOutside the comfort zone \nWhat is a prize without a fight \nYeah I got addicted \nTo what I thought I wanted \nAnd all along\n\nI've been walking asleep \nDreaming awake \nFinding I bend but I don't break \nAlmost a sinner \nNearly a saint \nFinding with every breath I take \nI'm not afraid \nOf making mistakes \nSometimes it's wrong before it's right \nThat's what you call a perfect life\n\nGathering thorns from the stems of a thousand roses \nWeathering storms on the long way home \nI look for the sweet in every bitter moment tasted \nIn every last mistake I see the other side\n\nI've been walking asleep \nDreaming awake \nFinding I bend but I don't break \nAlmost a sinner \nNearly a saint \nFinding with every breath I take \nI'm not afraid \nOf making mistakes \nSometimes it's wrong before it's right \nThat's what you call a perfect life\n\nDon't need a resolution \nTo know I'll be alright \nI'll be alright\n\nI've been walking asleep \nDreaming awake \nFinding I bend but I don't break \nAlmost a sinner \nNearly a saint \nFinding with every breath I take \nI'm not afraid \nOf making mistakes \nSometimes it's wrong before it's right \nThat's what you call a perfect \nThat's what you call a perfect life\n\nI come alive \nInside the light of the unexpected,https://youtube.com/watch?v=t1KKjykH6fw
2017,es,Spain,Manel Navarro,Do It for Your Lover,26.0,,16.0,,26.0,5.0,,,5.0,0.0,,,Antonio Rayo;Manel Navarro,,"A veces cuesta decir todo lo que uno piensa\nA veces la vida causa estragos sin que te des cuenta\nA veces parece que es como una melodï¿½ï¿½a\nFrustrada y perdida no nos deja ver la luz del dï¿½ï¿½a\n\nDo it for your lover, do it for your lover baby, clap your hands and do it for your lover.\nDo it for your lover, do it for your lover baby, clap your hands and do it for your lover,\nDo it for your lover, do it for your lover,\nDo it for those you ever care and love\n\nAnd love\nAnd love\n\nCoge mi mano, no cierres esa puerta\nDeja que el dolor y la tristeza desaparezcan\nAsï¿½ï¿½ que pega un grito, sal ahï¿½ï¿½ y vuela\nY verï¿½ï¿½s que por los tuyos siempre vale la pena\n\nAsï¿½ï¿½ que\nDo it for your lover, do it for your lover baby, clap your hands and do it for your lover.\nDo it for your lover, do it for your lover baby, clap your hands and do it for your lover,\nDo it for your lover, do it for your lover,\nDo it for those you ever care and love\n\nAnd love\n\nJust do it, just do it, just do it for your do it, just do it for your lover,\nJust do it, just do it, just do it for your lover\nJust do it just do it, just do it for your lover.\n\nDo it for your lover, do it for your lover baby, clap your hands and do it for your lover.\nDo it for your lover, do it for your lover baby, clap your hands and do it for your lover,\nDo it for your lover, do it for your lover,\nDo it for those you ever care and love\n\nAnd love\n\nOh baby just do it\nOh baby just do it\nJust do it",https://youtube.com/watch?v=qAOXHdLdlqQ
2017,Georgia,Georgia,Tamara Gachechiladze,Keep The Faith,27.0,1.0,,2.0,,,11.0,99.0,,,37.0,62.0,Anri Jokhadze,Tamara Gachechiladze,"Who told you to hide behind the veil?\nWho told you to get out of the way?\nDon't you let them steal your dreams\nFeel the courage, spread your wings and breathe\n\nKeep the faith, keep the faith\nRemember you are not alone\nHold my hand and come along\nYou, keep the faith, keep the faith\nDon't let nobody turn you down\nEven if the world is rough\n\nWho told you that i reached the point with no regrets?\nWho told you that my life is a book of fairytales?\nI have lost many times,\nBut I've never lost my hope\n\nKeep the faith, keep the faith\nRemember you are not alone\nHold my hand and come along\nYou, keep the faith, keep the faith\nDon't let nobody turn you down\nEven if the world is rough\n\nOhh, ohh, ohh\nYou got to stand on your own\nCrowd hear me out\nThe world needs more love\n\n(Keep the faith, keep the faith)\nRemember you are not alone\nHold my hand and come along\nYou, keep the faith, keep the faith\nDon't let nobody turn you down\nEven if the world is rough\n\nOhh, ohh, ohh\nKeep the faith!",https://youtube.com/watch?v=agSS_a3ccgA
2017,Serbia,Serbia,Tijana Bogiï¿½ï¿½e,In Too Deep,28.0,2.0,,1.0,,,11.0,98.0,,,45.0,53.0,Borislav Milanov;Joacim Persson;Johan Alkenï¿½ï¿½s;Lisa Des,,Wish that I knew where I lost\nRight where there was no going back\nThe line was crossed\n\nBut I love what you're doing to me\nHow you spin me around\nHigh off the ground\nI'm not coming down\n\nWon't somebody save me tonight?\nFeels like I've been sentenced to life\nI'm falling so deep\nI'm in too deep\nI'm falling so deep\n\nNo escaping over my head\nStruck by every word that you've said\nI'm falling so deep\nI'm in too deep\nI'm falling so deep\n\nLove doesn't seem to make sense\nYou just broke into my heart\nGot no defence\nHow you spin me around\nHigh off the ground\nI'm not coming down\n\nWon't somebody save me tonight?\nFeels like I've been sentenced to life\nI'm falling so deep\nI'm in too deep\nI'm falling so deep\n\nNo escaping over my head\nStruck by every word that you said\nI'm falling so deep\nI'm in too deep\nI'm falling so deep\n\nFalling so deep\n\nI'm in lightning speed\nAnd I can't slow down\nMy heart is racing\nWhen you're around\n\nWon't somebody save me tonight?\nFeels like I've been sentenced to life\nI'm falling so deep\nI'm in too deep\nI'm falling so deep\n\nNo escaping over my head\nStruck by every word that you said\nI'm falling so deep\nI'm in too deep\nI'm falling so deep\n\nI'm in too deep\nI'm falling so deep,https://youtube.com/watch?v=A0wAd-a0hXA
2017,Switzerland,Switzerland,Timebelle,Apollo,29.0,2.0,,13.0,,,12.0,97.0,,,49.0,48.0,Alessandra Gï¿½ï¿½nthardt;Elias Nï¿½ï¿½slin;Nicolas Gï,,"Like a bullet in my chest,\nYou're written, bound and etched\nForever in my mind\n\nWe are fading in our hands\nLost somewhere in a wasteland\nNot knowing up from down\n\nBut when the walls are caving\nAnd the world keeps turning\nWe got the love, we got to love\n\nNow I will never let you go\nAll the words won't make me fold\nIt is never easy\nI'll follow you, Apollo\n\nNow I will never let you go\nGive it time and we will grow\nAin't no fun in easy\nI'll follow you, Apollo\nI'll follow you, Apollo\n\nI wear my heart on my sleeve\nYou do the same for me\nWhen autumn comes around\n\nBut when the walls are caving\nAnd the world keeps turning\nWe got the love, we got to love\n\nNow I will never let you go\nAll the words won't make me fold\nIt is never easy\nI'll follow you, Apollo\n\nNow I will never let you go\nGive it time and we will grow\nAin't no fun in easy\nI'll follow you, Apollo\nI'll follow you-u\n\nSo don't pull the rug from underneath us\nWe're in trouble babe, but we got the love\nDon't pull the rug from underneath us\nCrashing down fast, as fragile as glass\n\nBut what are we now if we never tried?\nWhat are we now?\n\nI will never let you go\nGive it time and we will grow\nIt is not supposed to be easy\n\nNow I will never let you go\nGive it time and we will grow\nAin't no fun in easy\nI'll follow you, Apollo\nI'll follow you, Apollo\n\nYou, Apollo\nIt is never easy\nI'll follow you, Apollo\nI'll follow you, Apollo\n\nYou, Apollo\nIt is never easy\nI'll follow you, Apollo\nI'll follow you, Apollo",https://youtube.com/watch?v=OrNPRfS9Sbg
2017,Finland,Finland,Norma John,Blackbird,30.0,1.0,,7.0,,,12.0,92.0,,,51.0,41.0,Lasse Piirainen;Leena Tirronen,,"Blackbird, blackbird, don't sing to me\nDon't sing below my window\nFly somewhere else, don't bother me\nDon't sing below my window\n\nYou sang when he was in my bed\nYou sang when my heart sang\nNow, now you remind me\nof something I'll never have\nSo, blackbird, don't sing\nBlackbird, don't sing\n\nBlackbird, blackbird I am now alone\nSomewhere else go make your home\nDon't nestle here, go find lovers of your own\nI am now alone\n\nYou sang when he was in my bed\nYou sang when my heart sang\nNow, now you remind me\nof something I'll never have\nSo, blackbird, don't sing\nBlackbird, don't sing\nBlackbird, don't sing\n\nYou sang when he was in my bed\nYou sang when my heart sang\nNow you remind me\nof something I'll never have\nSo, blackbird, don't sing\nBlackbird, don't sing\nBlackbird, don't sing",https://youtube.com/watch?v=Ufba0nOz0fQ
2017,Ireland,Ireland,Brendan Murray,Dying To Try,31.0,2.0,,9.0,,,13.0,86.0,,,41.0,45.0,James Newman;Jï¿½ï¿½rgen Elof,,"Take a leap of faith with me\nIf you believe honestly\nThat I am yours and you are mine\nI know you're scared, and so am I\n\n'Cause I know that love can be so strong\nAnd yet so frail\nAnd there ain't no guarantee\nThat you and me won't fail\n\nBut I'm dying to try\nI'm dying to try\nI'll keep you safe in my arms\nBuild a bridge to your heart every day\n\nI'll give you it all\nBut I'm not gonna lie\n'Cause no one can promise\nThat love will ever learn how to fly\nWill ever learn how to fly, ohï¿½ï¿½ï¿½\n\nBut I'm dying to try, but I'm dying to try\n('Cause no one can promise)\n(That love will ever learn how to fly) Yeahï¿½ï¿½ï¿½\n\nI'm dying to try, I'm dying to try\nI'll keep you safe in my arms\nBuild a bridge to your heart every day\n\nI'll give you it all\nBut I'm not gonna lie\nOh, 'cause no one can promise\nThat love will ever learn how to fly\n\nOh, 'cause no one can promise\nThat love will ever learn how to fly\nBut I'm dying to try\nTake a leap if",https://youtube.com/watch?v=EOpZikqrfOA
2017,Estonia,Estonia,Koit Toome & Laura,Verona,32.0,2.0,,17.0,,,14.0,85.0,,,69.0,16.0,Sven Lï¿½ï¿½,,Sleeping all alone\nYou wake up with a bottle in your hands\nNo sound of serenade\nCause we both know we lost our game\n\nI was always high on loving you\nBefore the romance turned to drama\nLike Romeo and Juliet once before\nWe are lost in Verona\n\nLearning through the scars\nWill make you stronger time is the proof\nIï¿½ï¿½m not a loner kind\nI know I just can't get over you\n\nI was always trying to tell the truth\nBefore the romance turned to drama\nI hoped the best in me was always you\nBefore we lost our Verona\n\nWe are lost\nLost in the crowd of the street\nWe are lost\nLike two sailing boats in the sea\nWe are lost\nCause sometimes we building and burning down love\nWe have lost our Verona\n\nWe lost and we found our Verona\nWe are lost in Verona\n\nReckless type of love\nReckless type of love\nWe never said: Iï¿½ï¿½m sorry\nWe never said: enough\nThis western type of woman\nWestern type of man\nDisappeared in Verona\n\nWe lost and we found our Verona\nWe are lost in Verona\n\nWe are lost\nLost in t of the street\nWe are lost\nLike two sailing boats in the sea\nWe are lost\nCause sometimes we building and burning down love\nWe have lost our Verona\n\nWe lost and we found our Verona\nWe are lost in Verona,https://youtube.com/watch?v=NxqPpzWYN1c
2017,Czech Republic,Czech Republic,Martina Bï¿½ï¿,My Turn,33.0,1.0,,14.0,,,13.0,83.0,,,2.0,81.0,Greig Watts;Kyler Niko;Paul Drew;Pete Barringer,,"From the very, very first time I saw you\nYou were my home, you were my home, you were my home\n\nNow that you are falling, let me be your calling\nBe your one prayer, keep away the bad things\nIn this moment let me give to you what you've given to me\nThat's the least I can do\n\nBaby, it's you every time I close my eyes\nIt's always been you\nAnd heaven knows that I'll be waiting always by your side\nBaby, it's you every time that I was down\nYou were there to fix me up, you were there to pick me up\nNow it's my turn\n\nFrom the billion hearts to choose between\nWell I was your choice, I was your choice\nSo let me be your salvation and joy\n\nNow that you are falling, let me be your calling\nBe your one prayer, keep away the bad things\nIn this moment let me give to you what you've given to me\nThat's the least I can do\n\nBaby, it's you every time I close my eyes\nIt's always been you\nAnd heaven knows that I'll be waiting always by your side\nBaby, it's you every time that I was down\nYou were there to fix me up, you were there to pick me up\nNow it's my turn\n\nYou know that I love it when you call just to say hello, oh oh\nWill you let me hear it once more?\n\nBaby, it's you every time I close my eyes\nIt's always been you\nAnd heaven knows that I'll be waiting always by your side, oh yeah\nBaby, it's you, uh uh (Every time that I was done)\nYou were there to fix me up, you were there to pick me up\nNow it's my turn\nI know",https://youtube.com/watch?v=-KT8_ZOHAXE
2017,Albania,Albania,Lindita,World,34.0,1.0,,4.0,,,14.0,76.0,,,38.0,38.0,Klodian Qafoku,Big Basta;Lindita Halimi,"We're so alike, yet different\nAt a loss for words, stuttering\nIt don't make sense, what's happening\nI just don't understand\n\nWhat's this fight all for?\nWhat's the cost of life in this world?\nAlmost impossible\nIs to let the love unite us all\n\nDoes anybody care, I'm weak and I'm afraid\nWondering if I will make it through this day\nFor the life of me I refuse to be anything but free\nBut I'm tired of all the battling, ohï¿½ï¿½ï¿½\n\nWhat's this fight all for?\nWhat's the cost of life in this world?\nAll I ever really want\nIs to let the love unite us all\n\nLet the love unite us all\nLet the love unite us all\n\nWhat's this fight all for?\nWhat's the cost of life in this world?\nAll I ever really want\nIs to let the love unite us all\n\nWhat's this fight all for?\nWhat's the cost of life in this world?\nAll I ever really want\nIs to let the love unite ",https://youtube.com/watch?v=NyKOBMAXFFA
2017,North Macedonia,North Macedonia,Jana Burï¿½ï¿½,Dance Alone,35.0,2.0,,3.0,,,15.0,69.0,,,40.0,29.0,Alex Omar;Borislav Milanov;Florence A.;Joacim Persson,,"Take down my hair, wash off my make-up\nIt's gonna be a one-man show\nI gotta feel good in saturation\nAnd I'm the only one who knows\n\nI will dance alone wherever I am\nThe rhythm follows\nI will dance alone, I'm lost in the sound\nHolding on to my world\n\nI let the pavement be my catwalk\nI'll bring the fire and feel the heat\nAnd all I need to keep on moving\nIs the sound of my heartbeat\n\nI will dance alone wherever I am\nThe rhythm follows\nI will dance alone, I'm lost in the sound\nHolding on to my world\n\nI'll let it go\nI, I, I'll let it go wild\nI'll let it go\nI, I, I'll let it go\n\nI will dance alone wherever I am\nThe rhythm follows\n\nTake me to places that I've never been\nShow me the faces that I've never seen\n\nI will dance alone wherever I am\nThe rhythm follows\nI will dance alone, I'm lost in the sound\nHolding on to my world (I will dance alone)\n\nI'll let it go\nI, I, I'll let it go wild\nI'll let it go\nI, I, I'll let it go wild\n\nI'll let it go\nI, I, I'll let it go wild\nI'll let it go\nI, I, I'll let it go wild\n\nI'll be dancing on my own\nWishing you could hold me close",https://youtube.com/watch?v=XvIbLOOWfYI
2017,Iceland,Iceland,Svala,Paper,36.0,1.0,,13.0,,,15.0,60.0,,,31.0,29.0,Einar Egilsson;Lester Mendez;Lily Elise;Svala Bjï¿½ï¿½rgvinsdï¿,Lily Elise;Svala Bjï¿½ï¿½rgvinsdï¿,"Youï¿½ï¿½re under the water,\ntrying to pull me under.\nI reach for you.\nI reach for you.\n\nYou can throw it all at me\nI wonï¿½ï¿½t give you up.\nI can handle all your pain\ntake it as it comes.\nI love you right\nbut you make me feel like.\n\nPaper\nyou cut right through\nIï¿½ï¿½m stuck like glue to you.\nPaper\nyour darkness pulls\nI loose control again.\n\nDrawing every bit of my truth\ncolor me in with your blue.\nPaper\nyou cut right through\na thousand words for you.\n\nI know I wasnï¿½ï¿½t a part of you plan\nI know you think that youï¿½ï¿½re being a man\ntell me to leave you alone\ntell me I would be so better off\nbut you donï¿½ï¿½t understand.\nI canï¿½ï¿½t leave you\nbaby\nI canï¿½ï¿½t leave you\n\nBut you make me feel like\n\nPaper\nyou cut right through\nIï¿½ï¿½m stuck like glue to you.\nPaper\nyour darkness pulls\nI loose control again.\nDrawing every bit of my truth\ncolor me in with your blue.\nPaper\nyou cut right through\na thousand words for you.\n\n- -\n\nPaper\nyou cut right through\nIyour darkness pulls\nI loose control again.\n\nDrawing every bit of my trutt\ncolor me in with your blue.\nPaper\nyou cut right through\na thousand words for you.",https://youtube.com/watch?v=UPlm18-AlGg
2017,Montenegro,Montenegro,Slavko Kaleziï¿,Space,37.0,1.0,,6.0,,,16.0,56.0,,,39.0,17.0,Momï¿½ï¿½ilo Zekoviï¿½,Adis Eminiï¿½ï¿½;Iva Borï¿½ï¿½iï¿½ï¿½;Momï¿½ï¿½i,"Linen is covered with feathers\nWet dreams, wild nightmares, I surrender\nCome in to me from within\nWe can be as one in the sin\n\nThe spaceship is ready to blow\nDrunk in love I'm gonna explode\nBe my Bonnie, we'll mix and match with Clyde\nLet's explore this galaxy of stars\nLet's explore this galaxy of stars\n\nI have my suit on, no need to worry\nGive me your body, let's write a story\nOur body language\nRocket to the stars\n\nI have my suit on, no need to worry\nGive me your body, let's write a story\nOur body language\nRocket to the stars\n\nShow me your super powers,\nI'm Venus and Mars of the hour\nI'll protect you if you come my way\nLet's soar through the Milky Way\n\nI have my suit on, no need to worry\nGive me your body, let's write a story\nOur body language\nRocket to the stars\n\nI have my suit on, no need to worry\nGive me your body, let's write a story\nOur body language\nRocket to the stars\n\nI have my suit on, no need to worry\nGive me your body, let's write a story\nOur body language\n\nWe're taking off\nWe're taking off\nWe're taking off\n\nIn space we can be as one",https://youtube.com/watch?v=rQ1BXJpfa4I
2017,Malta,Malta,Claudia Faniello,Breathlessly,38.0,2.0,,4.0,,,16.0,55.0,,,0.0,55.0,Philip Vella;Sean Vella,Gerard James Borg,"I walk the street\nLeaving footprints in your heart\nMy feet are worn\nBut they can handle the cold\n\nI know the game\nI'll take the blame\nI wave my white flag unashamed\n\nSo, here I am\nRight at your door\nCatching my breath before the storm\n\nBreathlessly\nI'll be watching you breathlessly\nKnowing there's a vacancy\nWithin your heart\n\nBreathlessly\nI'll be holding you endlessly\nKnowing that the storm\nIs just about to die\n\nClimbing over walls\nThat always felt too high\nBreathlessly\n\nI'm stepping out\nYet I feel I'm locked inside\nI got the will\nI learned the skill\nOf a true acrobat for love\n\nBreathlessly\nI'll be watching you breathlessly\nKnowing there's a vacancy\nWithin your heart\n\nBreathlessly\nI'll be holding you endlessly\nKnowing that the storm\nIs just about to die\n\nClimbing over walls\nThat always felt too high\nBreathlessly",https://youtube.com/watch?v=OXn-Ettr7yk
2017,Lithuania,Lithuania,Fusedmarc,Rain Of Revolution,39.0,2.0,,16.0,,,17.0,42.0,,,25.0,17.0,CIILIIA;Denis Zujev;Michail Levin,Denis Zujev;Michail Levin,"Life like roller coaster spinning me around\nRhythm getting faster when I'm upside down\nChanges running through me with the speed of sound\nThere's no wait in dream life, nothing stops me now\n\nMaking a start, making a start\nMaking a start and let the light shine through me\nThinking it out, making a vow\nBreaking irrational fears that are with me\n\nNow I'm getting closer to you\nFeel the rain of revolution\nNow I'm getting closer to you\nThere's no time for your illusion now\n\nYeah yeahï¿½ï¿½ï¿½\nYeah yeahï¿½ï¿½ï¿½ yeah yeahï¿½ï¿½ï¿½ yeah yeahï¿½ï¿½ï¿½\nYeah yeahï¿½ï¿½ï¿½ yeah yeahï¿½ï¿½ï¿½ yeah yeahï¿½ï¿½ï¿½\nYeah yeahï¿½ï¿½ï¿½ yeah yeahï¿½ï¿½ï¿½ yeah yeahï¿½ï¿½ï¿½\n\nLooking for the reason I'm still on the road\nIf I'm gonna stop and choose, yeah yeahï¿½ï¿½ï¿½\nI feel I'm gonna travel again\n\nMaking a start, making a start\nMaking a start and let the light shine through me\n\nDance to the rhythm of the soul\nDance to the rhythm of the soul\nDance to the rhythm of the soul\nDance to the rhythm of the \nNow I'm getting closer to you\nThere's no time for your illusion now\n\nYeah yeahï¿½ï¿½ï¿½\nYeah yeahï¿½ï¿½ï¿½ yeah yeahï¿½ï¿½ï¿½ yeah yeahï¿½ï¿½ï¿½\nYeah yeahï¿½ï¿½ï¿½ yeah yeahï¿½ï¿½ï¿½ yeah yeahï¿½ï¿½ï",https://youtube.com/watch?v=-7WpnSMEPjc
2017,Slovenia,Slovenia,Omar Naber,On My Way,40.0,1.0,,17.0,,,17.0,36.0,,,20.0,16.0,Omar Naber,,You've all been very kind\nBut I made up my mind\nNow I'm about to leave you all behind\nI'm feeling so alone\nI'm turning down my town\nBefore the rise of sun I will be gone\n\nOn my way\nI'm never coming back\nAnd I pray\nI never gonna cry\nWorld is calling now tonight\nTelling me I'll be alright\nLights will guide you through the night\n\nStill hiding in my shell\nAnd keeping to myself\nI cannot count on anybody else\nI'm burning deep inside\nI'm giving up the fight\nBefore the break of dawn\nI will be gone\n\nOn my way\nI'm never coming back\nAnd I pray\nYou'll never gonna cry\nWorld is calling now tonight\nTelling me I'll be alright\nLights will guide you through the night\n\nOn my way\nI'm never coming back\nAnd I pray\nYou'll never gonna cry\nWorld is calling now tonight\nTelling me I'll be alright\nWorld is calling now tonight\nTelling me I'll be alright\nLights will guide you through the night\n\nOn my way,https://youtube.com/watch?v=vbGub2klcV4
2017,Latvia,Latvia,Triana Park,Line,41.0,1.0,,18.0,,,18.0,21.0,,,20.0,1.0,Agnese Rakovska;Kristaps ï¿½ï¿½rglis;Kristians Rakov,Agnese Rakovska,"I'm going round in circles\nAnd the door's wide open\nBoy, I still wanna see you\nDays go by, I'm still hoping, hoping\n\nWhere we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\n\nYou told me to move on\nSearch for loving somebody else\nBut baby, tell me, how will I find it?\nIf all I see is you? All I see is you?\n\n(All I see is you, all I see)\n(All I see is you, all I see)\n\nWhere we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\n\nWhere we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\n\nMy heart breaks to see you\nDays go by, I'm still hoping\n\n(All I see is you, all I see)\n(All I see is you)\n\nWhere we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\n\nWhere we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?\nTell me, baby, where we draw the line?",https://youtube.com/watch?v=Vxos6ceOrRA
2017,San Marino,San Marino,Valentina Monetta & Jimmie Wilson,Spirit Of The Night,42.0,2.0,,10.0,,,18.0,1.0,,,1.0,0.0,Ralph Siegel,Jutta Staudenmayer;Steven Barnacle,"ýýý Hey, are you the one I dream about?\nýýý Baby I am\nýýý I really feel the night can take away my doubt\nýýý I'll try and do what I can \nýýý Every time I see you smile there is sadness in your eyes\nýýý Well I've been hurt before \nýýý I know it's nothing new, and time will make you realize\nýýý We always wish for more\n\nWe find we're searching high and low and always looking for the right time\nTogether we ýýý can ýýý make it through the night	\n\nIt's the spirit of the night	\nSpirit of the night\nBurning like St. Elmo's fire	\nSpirit of the night\nTakes our feelings so much higher\nýýý It's the spirit of the night	\nýýý We can live our fantasy \nSpirit of the night\nBurning in our ecstasy\n\nýýý Hey, are you the one to take my pain\nýýý Just take my hand\nýýý I've been so hurt before, it's hard to trust again\nýýý You know I understand\nýýý You've got me feeling right, and I can see the future is bright\nýýý I'll take your blues away\nSo no more searching high and low and always looking for the right time\n\nTogether we (we) ï¿½ï¿½ï¿½ can (can) ï¿½ï¿½ï¿½ make it trough the night\n\nIt's the spirit of the night	\nSpirit of the night\nBurning like St. Elmo's fire	\nSpirit of the night\nTakes our feelings so much higher\nï¿½ï¿½ï¿½ Feed our deep desire\n\nï¿½ï¿½ï¿½ It's the spirit of the night	\nï¿½ï¿½ï¿½ It's a feeling ï¿½ï¿½ï¿½ got me reeling	\nï¿½ï¿½ï¿½ We can live our fantasy \nï¿½ï¿½ï¿½ It's the spirit of the night	\nï¿½ï¿½ï¿½ It's a feeling, just a feeling\nï¿½ï¿½ï¿½ Burning in our ecstasy\n\nï¿½ï¿½ï¿½ Time to celebrate our love, we're caught in it's ray of light\nï¿½ï¿½ï¿½ Calling to the world out loud, just let our spirits fly\nwe can write another page a golden age within our lifetime\n\nIt's the spirit of the night (spirit of the night)\nIt's the spirit of the night\nIt's the spirit of the night\nTakes our feelings so much higher\nAnd higher\n\nIt's the spirit of the night\nSpirit of the nig",https://youtube.com/watch?v=UC7QzXPnt6k
2018,il,Israel,Netta Barzilai,Toy,1.0,1.0,22.0,7.0,1.0,529.0,1.0,283.0,317.0,212.0,116.0,167.0,Doron Medalie;Jack White;Stav Beger,Doron Medalie;Stav Beger,"Ree, ouch, he, hm, la\nRee, ouch, he, hm, la\nRee, ouch, he, hm, la\n\nRee, ouch, he, hm, la\nRee, ouch, he, hm, la\nRee, ouch, he, hm, la\n\nLook at me, I'm a beautiful creature\nI don't care 'bout your modern-time preachers\nWelcome boys, too much noise, I will teach ya\nDrum pam pa ooh, drum pam pa ooh\n\nHey, I think you forgot how to play\nMy teddy bear's running away\nThe Barbie got something to say: Hey! Hey! Hey! Hey!\nMy 'Simon says' leave me alone\nI'm taking my Pikachu home\nYou're stupid just like your smartphone\n\nWonder Woman don't you ever forget\nYou're divine and he's about to regret\nHe's a bucka-mhm-buck-buck-buck-mhm boy\nBucka-mhm-buck-buck-buck\nI'm not your bucka-mhm-buck-mhm-buck-mhm\n\nI'm not your toy (Not your toy)\nYou stupid boy (Stupid boy)\nI'll take you down\nI'll make you watch me\nDancing with my dolls\nOn the MadaBaka Beat\nNot your toy (Kulului kululuu. Kulului kululuu)\n\nAh ah, ah ah, ani lo buba\nDon't you go and play with me boy!\nAh ah, ah ah, ani lo buba\nDon't you go and playï¿½ï¿½ï¿½ Shake!\n\n(Kulului kululuu) Wedding bells ringing\n(Kulului kululuu) Money man bling-bling\nI don't care about your Stefa, baby\nDrum pam pa ooh, drum pam pa ooh\n\nWonder Woman don't you ever forget\nYou're divine and he's about to regret\nHe's a bucka-mhm-buck-buck-buck-mhm boy\nBucka-mhm-buck-buck-buck\nI'm not your bucka-mhm-buck-mhm-buck-mhm\n\nI'm not your toy (Not your toy)\nYou stupid boy (Stupid boy)\nI'll take you down\nI'll make you watch me\nDancing with my dolls\nOn the MadaBaka Beat\n\nI'll t-t-t-take you now\nW-w-w-with me now, boy\n\n(I'm not your toy)\nYou stupid boy\nI'll take you down\nI'll make you watch me\nDancing with my dolls\nOn the MadaBaka Beat\n\n(I'm not your toy) Look at me, I'm a beautiful creature\n(You stupid boy) I don't care about your modern time preachers\n(I'm not your toy) Not your toy, not your toy, not your toy, toy\nI'm not your toy, not your toy, not your to",https://youtube.com/watch?v=84LBjXaeKk4
